abs_b_deg,abs_c_deg,pass_num,accepted,probe_tool_number,calibration_offset,center_abs_x_mm,center_abs_y_mm,center_abs_z_mm,u_center_error_mm,v_center_error_mm,u_raw_span_mm,v_raw_span_mm,u_corr_diam_mm,v_corr_diam_mm
30.000000,90.000000,2.000000,1.000000,3.000000,0.134533,357.514389,317.955961,-858.938332,-0.002301,-0.013750,35.945803,35.888102,30.214869,30.157168
30.000000,180.000000,1.000000,0.000000,3.000000,0.134533,357.517788,317.894711,-858.915758,-0.030308,0.120645,35.909597,35.942267,30.178663,30.211333
30.000000,180.000000,2.000000,1.000000,3.000000,0.134533,357.529837,317.835271,-858.911118,0.006568,0.002406,35.912429,35.945788,30.181495,30.214854
30.000000,270.000000,1.000000,0.000000,3.000000,0.134533,357.508516,317.966064,-858.891905,-0.248015,-0.040323,35.881678,35.935143,30.150744,30.204209
30.000000,270.000000,2.000000,1.000000,3.000000,0.134533,357.487727,318.074849,-858.830363,-0.003222,0.002917,35.875150,35.944205,30.144216,30.213271
-30.000000,0.000000,1.000000,0.000000,3.000000,0.134533,357.495963,318.022557,-858.860809,-0.018026,-0.104583,35.928483,35.928101,30.197549,30.197167
-30.000000,0.000000,2.000000,1.000000,3.000000,0.134533,357.490672,317.970473,-858.862496,0.006558,0.000416,35.932650,35.926434,30.201716,30.195500
-30.000000,90.000000,1.000000,0.000000,3.000000,0.134533,357.510342,317.985567,-858.785929,0.100218,-0.037500,35.869970,35.890602,30.139036,30.159668
-30.000000,90.000000,2.000000,1.000000,3.000000,0.134533,357.529509,318.028905,-858.761462,0.001468,-0.000833,35.867470,35.890601,30.136536,30.159667
-30.000000,180.000000,1.000000,0.000000,3.000000,0.134533,357.575631,318.004508,-858.777122,-0.094623,0.046494,35.926874,35.942267,30.195940,30.211333
-30.000000,180.000000,2.000000,1.000000,3.000000,0.134533,357.621128,317.982036,-858.796176,-0.002005,0.001667,35.920803,35.942268,30.189869,30.211334
0.000000,0.000000,1.000000,0.000000,3.000000,0.134533,357.408597,318.173252,-858.922282,0.245000,-0.422500,35.882268,35.920601,30.151334,30.189667
0.000000,0.000000,2.000000,1.000000,3.000000,0.134533,357.532139,317.961169,-858.912448,0.002083,-0.001667,35.888101,35.930601,30.157167,30.199667
